,REF_DATE,GEO,Admissions_and_releases,Correctional_services,Corrections
7340,2013,Alberta,Youth admissions,Community Portion of Custody Supervision,
7341,2013,Alberta,Youth admissions,Intensive support and supervision,
7342,2013,Alberta,Youth admissions,Deferred custody and supervision,
7343,2013,Alberta,Youth admissions,Supervised probation,
7344,2013,Alberta,Youth admissions,Other community sentences,
7345,2013,Alberta,Youth releases,Pre-trial detention,
7346,2013,Alberta,Youth releases,Provincial director remand,
7347,2013,Alberta,Youth releases,Secure custody,
7348,2013,Alberta,Youth releases,Custody and supervision (secure),
7349,2013,Alberta,Youth releases,Young Offenders Act (YOA) (secure),
7350,2013,Alberta,Youth releases,Open custody,
7351,2013,Alberta,Youth releases,Custody and supervision (open),
7352,2013,Alberta,Youth releases,Young Offenders Act (YOA) (open),
7353,2013,Alberta,Youth releases,Community Portion of Custody Supervision,
7354,2013,Alberta,Youth releases,Intensive support and supervision,
7355,2013,Alberta,Youth releases,Deferred custody and supervision,
7356,2013,Alberta,Youth releases,Supervised probation,
7357,2013,Alberta,Youth releases,Other community sentences,
7358,2013,British Columbia,Youth admissions,Pre-trial detention,834.0
7359,2013,British Columbia,Youth admissions,Provincial director remand,76.0
7360,2013,British Columbia,Youth admissions,Secure custody,59.0
7361,2013,British Columbia,Youth admissions,Custody and supervision (secure),
7362,2013,British Columbia,Youth admissions,Young Offenders Act (YOA) (secure),
7363,2013,British Columbia,Youth admissions,Open custody,177.0
7364,2013,British Columbia,Youth admissions,Custody and supervision (open),
7365,2013,British Columbia,Youth admissions,Young Offenders Act (YOA) (open),
7366,2013,British Columbia,Youth admissions,Community Portion of Custody Supervision,190.0
7367,2013,British Columbia,Youth admissions,Intensive support and supervision,190.0
7368,2013,British Columbia,Youth admissions,Deferred custody and supervision,149.0
7369,2013,British Columbia,Youth admissions,Supervised probation,810.0
7370,2013,British Columbia,Youth admissions,Other community sentences,2234.0
7371,2013,British Columbia,Youth releases,Pre-trial detention,830.0
7372,2013,British Columbia,Youth releases,Provincial director remand,84.0
7373,2013,British Columbia,Youth releases,Secure custody,71.0
7374,2013,British Columbia,Youth releases,Custody and supervision (secure),
7375,2013,British Columbia,Youth releases,Young Offenders Act (YOA) (secure),
7376,2013,British Columbia,Youth releases,Open custody,179.0
7377,2013,British Columbia,Youth releases,Custody and supervision (open),
7378,2013,British Columbia,Youth releases,Young Offenders Act (YOA) (open),
7379,2013,British Columbia,Youth releases,Community Portion of Custody Supervision,187.0
7380,2013,British Columbia,Youth releases,Intensive support and supervision,229.0
7381,2013,British Columbia,Youth releases,Deferred custody and supervision,166.0
7382,2013,British Columbia,Youth releases,Supervised probation,907.0
7383,2013,British Columbia,Youth releases,Other community sentences,2350.0
7570,2014,Ontario,Youth admissions,Pre-trial detention,3234.0
7571,2014,Ontario,Youth admissions,Provincial director remand,
7572,2014,Ontario,Youth admissions,Secure custody,264.0
7573,2014,Ontario,Youth admissions,Open custody,274.0
7574,2014,Ontario,Youth admissions,Community Portion of Custody Supervision,537.0
7575,2014,Ontario,Youth admissions,Intensive support and supervision,7.0
7576,2014,Ontario,Youth admissions,Deferred custody and supervision,210.0
7577,2014,Ontario,Youth admissions,Supervised probation,2895.0
7578,2014,Ontario,Youth admissions,Other community sentences,218.0
7579,2014,Ontario,Youth releases,Pre-trial detention,3189.0
7580,2014,Ontario,Youth releases,Provincial director remand,
7581,2014,Ontario,Youth releases,Secure custody,277.0
7582,2014,Ontario,Youth releases,Open custody,269.0
7583,2014,Ontario,Youth releases,Community Portion of Custody Supervision,563.0
7584,2014,Ontario,Youth releases,Intensive support and supervision,19.0
7585,2014,Ontario,Youth releases,Deferred custody and supervision,241.0
7586,2014,Ontario,Youth releases,Supervised probation,3858.0
7587,2014,Ontario,Youth releases,Other community sentences,296.0
7588,2014,Manitoba,Youth admissions,Pre-trial detention,1989.0
7589,2014,Manitoba,Youth admissions,Provincial director remand,207.0
7590,2014,Manitoba,Youth admissions,Secure custody,173.0
7591,2014,Manitoba,Youth admissions,Open custody,158.0
7592,2014,Manitoba,Youth admissions,Community Portion of Custody Supervision,308.0
7593,2014,Manitoba,Youth admissions,Intensive support and supervision,
7594,2014,Manitoba,Youth admissions,Deferred custody and supervision,120.0
7595,2014,Manitoba,Youth admissions,Supervised probation,769.0
7596,2014,Manitoba,Youth admissions,Other community sentences,664.0
7597,2014,Manitoba,Youth releases,Pre-trial detention,1991.0
7598,2014,Manitoba,Youth releases,Provincial director remand,207.0
7599,2014,Manitoba,Youth releases,Secure custody,168.0
7600,2014,Manitoba,Youth releases,Open custody,162.0
7601,2014,Manitoba,Youth releases,Community Portion of Custody Supervision,297.0
7602,2014,Manitoba,Youth releases,Intensive support and supervision,
7603,2014,Manitoba,Youth releases,Deferred custody and supervision,110.0
7604,2014,Manitoba,Youth releases,Supervised probation,912.0
7605,2014,Manitoba,Youth releases,Other community sentences,823.0
7606,2014,Saskatchewan,Youth admissions,Pre-trial detention,
7607,2014,Saskatchewan,Youth admissions,Provincial director remand,
7608,2014,Saskatchewan,Youth admissions,Secure custody,
7609,2014,Saskatchewan,Youth admissions,Open custody,
7610,2014,Saskatchewan,Youth admissions,Community Portion of Custody Supervision,
7611,2014,Saskatchewan,Youth admissions,Intensive support and supervision,
7612,2014,Saskatchewan,Youth admissions,Deferred custody and supervision,
7613,2014,Saskatchewan,Youth admissions,Supervised probation,
7614,2014,Saskatchewan,Youth admissions,Other community sentences,
7615,2014,Saskatchewan,Youth releases,Pre-trial detention,
7616,2014,Saskatchewan,Youth releases,Provincial director remand,
7617,2014,Saskatchewan,Youth releases,Secure custody,
7618,2014,Saskatchewan,Youth releases,Open custody,
7619,2014,Saskatchewan,Youth releases,Community Portion of Custody Supervision,
7620,2014,Saskatchewan,Youth releases,Intensive support and supervision,
7621,2014,Saskatchewan,Youth releases,Deferred custody and supervision,
7622,2014,Saskatchewan,Youth releases,Supervised probation,
7623,2014,Saskatchewan,Youth releases,Other community sentences,
7624,2014,Alberta,Youth admissions,Pre-trial detention,
7625,2014,Alberta,Youth admissions,Provincial director remand,
7626,2014,Alberta,Youth admissions,Secure custody,
7627,2014,Alberta,Youth admissions,Open custody,
7628,2014,Alberta,Youth admissions,Community Portion of Custody Supervision,
7629,2014,Alberta,Youth admissions,Intensive support and supervision,
7630,2014,Alberta,Youth admissions,Deferred custody and supervision,
7631,2014,Alberta,Youth admissions,Supervised probation,
7632,2014,Alberta,Youth admissions,Other community sentences,
7633,2014,Alberta,Youth releases,Pre-trial detention,
7634,2014,Alberta,Youth releases,Provincial director remand,
7635,2014,Alberta,Youth releases,Secure custody,
7636,2014,Alberta,Youth releases,Open custody,
7637,2014,Alberta,Youth releases,Community Portion of Custody Supervision,
7638,2014,Alberta,Youth releases,Intensive support and supervision,
7639,2014,Alberta,Youth releases,Deferred custody and supervision,
7640,2014,Alberta,Youth releases,Supervised probation,
7641,2014,Alberta,Youth releases,Other community sentences,
7642,2014,British Columbia,Youth admissions,Pre-trial detention,742.0
7643,2014,British Columbia,Youth admissions,Provincial director remand,69.0
7644,2014,British Columbia,Youth admissions,Secure custody,65.0
7645,2014,British Columbia,Youth admissions,Open custody,171.0
7646,2014,British Columbia,Youth admissions,Community Portion of Custody Supervision,173.0
7647,2014,British Columbia,Youth admissions,Intensive support and supervision,189.0
7648,2014,British Columbia,Youth admissions,Deferred custody and supervision,118.0
7649,2014,British Columbia,Youth admissions,Supervised probation,697.0
7650,2014,British Columbia,Youth admissions,Other community sentences,1872.0
7651,2014,British Columbia,Youth releases,Pre-trial detention,745.0
7652,2014,British Columbia,Youth releases,Provincial director remand,70.0
7653,2014,British Columbia,Youth releases,Secure custody,64.0
7654,2014,British Columbia,Youth releases,Open custody,173.0
7655,2014,British Columbia,Youth releases,Community Portion of Custody Supervision,177.0
7656,2014,British Columbia,Youth releases,Intensive support and supervision,198.0
7657,2014,British Columbia,Youth releases,Deferred custody and supervision,123.0
7658,2014,British Columbia,Youth releases,Supervised probation,771.0
7659,2014,British Columbia,Youth releases,Other community sentences,1959.0
7822,2015,Ontario,Youth admissions,Pre-trial detention,2940.0
7823,2015,Ontario,Youth admissions,Provincial director remand,
7824,2015,Ontario,Youth admissions,Secure custody,232.0
7825,2015,Ontario,Youth admissions,Open custody,257.0
7826,2015,Ontario,Youth admissions,Community Portion of Custody Supervision,495.0
7827,2015,Ontario,Youth admissions,Intensive support and supervision,8.0
7828,2015,Ontario,Youth admissions,Deferred custody and supervision,155.0
7829,2015,Ontario,Youth admissions,Supervised probation,2555.0
7830,2015,Ontario,Youth admissions,Other community sentences,161.0
7831,2015,Ontario,Youth releases,Pre-trial detention,2989.0
7832,2015,Ontario,Youth releases,Provincial director remand,
7833,2015,Ontario,Youth releases,Secure custody,237.0
7834,2015,Ontario,Youth releases,Open custody,268.0
7835,2015,Ontario,Youth releases,Community Portion of Custody Supervision,499.0
7836,2015,Ontario,Youth releases,Intensive support and supervision,10.0
7837,2015,Ontario,Youth releases,Deferred custody and supervision,171.0
7838,2015,Ontario,Youth releases,Supervised probation,2902.0
7839,2015,Ontario,Youth releases,Other community sentences,228.0
7840,2015,Manitoba,Youth admissions,Pre-trial detention,2061.0
7841,2015,Manitoba,Youth admissions,Provincial director remand,243.0
7842,2015,Manitoba,Youth admissions,Secure custody,151.0
7843,2015,Manitoba,Youth admissions,Open custody,166.0
7844,2015,Manitoba,Youth admissions,Community Portion of Custody Supervision,295.0
7845,2015,Manitoba,Youth admissions,Intensive support and supervision,
7846,2015,Manitoba,Youth admissions,Deferred custody and supervision,144.0
7847,2015,Manitoba,Youth admissions,Supervised probation,620.0
7848,2015,Manitoba,Youth admissions,Other community sentences,656.0
7849,2015,Manitoba,Youth releases,Pre-trial detention,2024.0
7850,2015,Manitoba,Youth releases,Provincial director remand,243.0
7851,2015,Manitoba,Youth releases,Secure custody,156.0
7852,2015,Manitoba,Youth releases,Open custody,176.0
7853,2015,Manitoba,Youth releases,Community Portion of Custody Supervision,279.0
7854,2015,Manitoba,Youth releases,Intensive support and supervision,
7855,2015,Manitoba,Youth releases,Deferred custody and supervision,129.0
7856,2015,Manitoba,Youth releases,Supervised probation,776.0
7857,2015,Manitoba,Youth releases,Other community sentences,645.0
7858,2015,Saskatchewan,Youth admissions,Pre-trial detention,
7859,2015,Saskatchewan,Youth admissions,Provincial director remand,
7860,2015,Saskatchewan,Youth admissions,Secure custody,
7861,2015,Saskatchewan,Youth admissions,Open custody,
7862,2015,Saskatchewan,Youth admissions,Community Portion of Custody Supervision,
7863,2015,Saskatchewan,Youth admissions,Intensive support and supervision,
7864,2015,Saskatchewan,Youth admissions,Deferred custody and supervision,
7865,2015,Saskatchewan,Youth admissions,Supervised probation,
7866,2015,Saskatchewan,Youth admissions,Other community sentences,
7867,2015,Saskatchewan,Youth releases,Pre-trial detention,
7868,2015,Saskatchewan,Youth releases,Provincial director remand,
7869,2015,Saskatchewan,Youth releases,Secure custody,
7870,2015,Saskatchewan,Youth releases,Open custody,
7871,2015,Saskatchewan,Youth releases,Community Portion of Custody Supervision,
7872,2015,Saskatchewan,Youth releases,Intensive support and supervision,
7873,2015,Saskatchewan,Youth releases,Deferred custody and supervision,
7874,2015,Saskatchewan,Youth releases,Supervised probation,
7875,2015,Saskatchewan,Youth releases,Other community sentences,
7876,2015,Alberta,Youth admissions,Pre-trial detention,
7877,2015,Alberta,Youth admissions,Provincial director remand,
7878,2015,Alberta,Youth admissions,Secure custody,
7879,2015,Alberta,Youth admissions,Open custody,
7880,2015,Alberta,Youth admissions,Community Portion of Custody Supervision,
7881,2015,Alberta,Youth admissions,Intensive support and supervision,
7882,2015,Alberta,Youth admissions,Deferred custody and supervision,
7883,2015,Alberta,Youth admissions,Supervised probation,
7884,2015,Alberta,Youth admissions,Other community sentences,
7885,2015,Alberta,Youth releases,Pre-trial detention,
7886,2015,Alberta,Youth releases,Provincial director remand,
7887,2015,Alberta,Youth releases,Secure custody,
7888,2015,Alberta,Youth releases,Open custody,
7889,2015,Alberta,Youth releases,Community Portion of Custody Supervision,
7890,2015,Alberta,Youth releases,Intensive support and supervision,
7891,2015,Alberta,Youth releases,Deferred custody and supervision,
7892,2015,Alberta,Youth releases,Supervised probation,
7893,2015,Alberta,Youth releases,Other community sentences,
7894,2015,British Columbia,Youth admissions,Pre-trial detention,742.0
7895,2015,British Columbia,Youth admissions,Provincial director remand,94.0
7896,2015,British Columbia,Youth admissions,Secure custody,80.0
7897,2015,British Columbia,Youth admissions,Open custody,139.0
7898,2015,British Columbia,Youth admissions,Community Portion of Custody Supervision,154.0
7899,2015,British Columbia,Youth admissions,Intensive support and supervision,167.0
7900,2015,British Columbia,Youth admissions,Deferred custody and supervision,117.0
7901,2015,British Columbia,Youth admissions,Supervised probation,642.0
7902,2015,British Columbia,Youth admissions,Other community sentences,1760.0
7903,2015,British Columbia,Youth releases,Pre-trial detention,743.0
7904,2015,British Columbia,Youth releases,Provincial director remand,98.0
7905,2015,British Columbia,Youth releases,Secure custody,78.0
7906,2015,British Columbia,Youth releases,Open custody,149.0
7907,2015,British Columbia,Youth releases,Community Portion of Custody Supervision,154.0
7908,2015,British Columbia,Youth releases,Intensive support and supervision,197.0
7909,2015,British Columbia,Youth releases,Deferred custody and supervision,119.0
7910,2015,British Columbia,Youth releases,Supervised probation,680.0
7911,2015,British Columbia,Youth releases,Other community sentences,1864.0
8074,2016,Ontario,Youth admissions,Pre-trial detention,2835.0
8075,2016,Ontario,Youth admissions,Provincial director remand,
8076,2016,Ontario,Youth admissions,Secure custody,246.0
8077,2016,Ontario,Youth admissions,Open custody,209.0
8078,2016,Ontario,Youth admissions,Community Portion of Custody Supervision,437.0
8079,2016,Ontario,Youth admissions,Intensive support and supervision,13.0
8080,2016,Ontario,Youth admissions,Deferred custody and supervision,171.0
8081,2016,Ontario,Youth admissions,Supervised probation,2428.0
8082,2016,Ontario,Youth admissions,Other community sentences,95.0
8083,2016,Ontario,Youth releases,Pre-trial detention,2858.0
8084,2016,Ontario,Youth releases,Provincial director remand,
8085,2016,Ontario,Youth releases,Secure custody,253.0
8086,2016,Ontario,Youth releases,Open custody,210.0
8087,2016,Ontario,Youth releases,Community Portion of Custody Supervision,445.0
8088,2016,Ontario,Youth releases,Intensive support and supervision,8.0
8089,2016,Ontario,Youth releases,Deferred custody and supervision,158.0
8090,2016,Ontario,Youth releases,Supervised probation,2496.0
8091,2016,Ontario,Youth releases,Other community sentences,130.0
8092,2016,Manitoba,Youth admissions,Pre-trial detention,2004.0
8093,2016,Manitoba,Youth admissions,Provincial director remand,237.0
8094,2016,Manitoba,Youth admissions,Secure custody,139.0
8095,2016,Manitoba,Youth admissions,Open custody,156.0
8096,2016,Manitoba,Youth admissions,Community Portion of Custody Supervision,264.0
8097,2016,Manitoba,Youth admissions,Intensive support and supervision,
8098,2016,Manitoba,Youth admissions,Deferred custody and supervision,141.0
8099,2016,Manitoba,Youth admissions,Supervised probation,719.0
8100,2016,Manitoba,Youth admissions,Other community sentences,673.0
8101,2016,Manitoba,Youth releases,Pre-trial detention,2001.0
8102,2016,Manitoba,Youth releases,Provincial director remand,237.0
8103,2016,Manitoba,Youth releases,Secure custody,137.0
8104,2016,Manitoba,Youth releases,Open custody,146.0
8105,2016,Manitoba,Youth releases,Community Portion of Custody Supervision,261.0
8106,2016,Manitoba,Youth releases,Intensive support and supervision,
8107,2016,Manitoba,Youth releases,Deferred custody and supervision,158.0
8108,2016,Manitoba,Youth releases,Supervised probation,734.0
8109,2016,Manitoba,Youth releases,Other community sentences,636.0
8110,2016,Saskatchewan,Youth admissions,Pre-trial detention,1292.0
8111,2016,Saskatchewan,Youth admissions,Provincial director remand,26.0
8112,2016,Saskatchewan,Youth admissions,Secure custody,201.0
8113,2016,Saskatchewan,Youth admissions,Open custody,202.0
8114,2016,Saskatchewan,Youth admissions,Community Portion of Custody Supervision,225.0
8115,2016,Saskatchewan,Youth admissions,Intensive support and supervision,0.0
8116,2016,Saskatchewan,Youth admissions,Deferred custody and supervision,150.0
8117,2016,Saskatchewan,Youth admissions,Supervised probation,953.0
8118,2016,Saskatchewan,Youth admissions,Other community sentences,1070.0
8119,2016,Saskatchewan,Youth releases,Pre-trial detention,1299.0
8120,2016,Saskatchewan,Youth releases,Provincial director remand,26.0
8121,2016,Saskatchewan,Youth releases,Secure custody,210.0
8122,2016,Saskatchewan,Youth releases,Open custody,236.0
8123,2016,Saskatchewan,Youth releases,Community Portion of Custody Supervision,231.0
8124,2016,Saskatchewan,Youth releases,Intensive support and supervision,0.0
8125,2016,Saskatchewan,Youth releases,Deferred custody and supervision,154.0
8126,2016,Saskatchewan,Youth releases,Supervised probation,874.0
8127,2016,Saskatchewan,Youth releases,Other community sentences,1032.0
8128,2016,Alberta,Youth admissions,Pre-trial detention,
8129,2016,Alberta,Youth admissions,Provincial director remand,
8130,2016,Alberta,Youth admissions,Secure custody,
8131,2016,Alberta,Youth admissions,Open custody,
8132,2016,Alberta,Youth admissions,Community Portion of Custody Supervision,
8133,2016,Alberta,Youth admissions,Intensive support and supervision,
8134,2016,Alberta,Youth admissions,Deferred custody and supervision,
8135,2016,Alberta,Youth admissions,Supervised probation,
8136,2016,Alberta,Youth admissions,Other community sentences,
8137,2016,Alberta,Youth releases,Pre-trial detention,
8138,2016,Alberta,Youth releases,Provincial director remand,
8139,2016,Alberta,Youth releases,Secure custody,
8140,2016,Alberta,Youth releases,Open custody,
8141,2016,Alberta,Youth releases,Community Portion of Custody Supervision,
8142,2016,Alberta,Youth releases,Intensive support and supervision,
8143,2016,Alberta,Youth releases,Deferred custody and supervision,
8144,2016,Alberta,Youth releases,Supervised probation,
8145,2016,Alberta,Youth releases,Other community sentences,
8146,2016,British Columbia,Youth admissions,Pre-trial detention,627.0
8147,2016,British Columbia,Youth admissions,Provincial director remand,68.0
8148,2016,British Columbia,Youth admissions,Secure custody,77.0
8149,2016,British Columbia,Youth admissions,Open custody,101.0
8150,2016,British Columbia,Youth admissions,Community Portion of Custody Supervision,87.0
8151,2016,British Columbia,Youth admissions,Intensive support and supervision,95.0
8152,2016,British Columbia,Youth admissions,Deferred custody and supervision,91.0
8153,2016,British Columbia,Youth admissions,Supervised probation,440.0
8154,2016,British Columbia,Youth admissions,Other community sentences,1461.0
8155,2016,British Columbia,Youth releases,Pre-trial detention,622.0
8156,2016,British Columbia,Youth releases,Provincial director remand,62.0
8157,2016,British Columbia,Youth releases,Secure custody,71.0
8158,2016,British Columbia,Youth releases,Open custody,87.0
8159,2016,British Columbia,Youth releases,Community Portion of Custody Supervision,92.0
8160,2016,British Columbia,Youth releases,Intensive support and supervision,170.0
8161,2016,British Columbia,Youth releases,Deferred custody and supervision,95.0
8162,2016,British Columbia,Youth releases,Supervised probation,658.0
8163,2016,British Columbia,Youth releases,Other community sentences,1647.0
8326,2017,Ontario,Youth admissions,Pre-trial detention,2399.0
8327,2017,Ontario,Youth admissions,Provincial director remand,
8328,2017,Ontario,Youth admissions,Secure custody,175.0
8329,2017,Ontario,Youth admissions,Open custody,167.0
8330,2017,Ontario,Youth admissions,Community Portion of Custody Supervision,339.0
8331,2017,Ontario,Youth admissions,Intensive support and supervision,12.0
8332,2017,Ontario,Youth admissions,Deferred custody and supervision,150.0
8333,2017,Ontario,Youth admissions,Supervised probation,2229.0
8334,2017,Ontario,Youth admissions,Other community sentences,67.0
8335,2017,Ontario,Youth releases,Pre-trial detention,2367.0
8336,2017,Ontario,Youth releases,Provincial director remand,
8337,2017,Ontario,Youth releases,Secure custody,175.0
8338,2017,Ontario,Youth releases,Open custody,173.0
8339,2017,Ontario,Youth releases,Community Portion of Custody Supervision,351.0
8340,2017,Ontario,Youth releases,Intensive support and supervision,10.0
8341,2017,Ontario,Youth releases,Deferred custody and supervision,156.0
8342,2017,Ontario,Youth releases,Supervised probation,2386.0
8343,2017,Ontario,Youth releases,Other community sentences,110.0
8344,2017,Manitoba,Youth admissions,Pre-trial detention,1584.0
8345,2017,Manitoba,Youth admissions,Provincial director remand,195.0
8346,2017,Manitoba,Youth admissions,Secure custody,89.0
8347,2017,Manitoba,Youth admissions,Open custody,190.0
8348,2017,Manitoba,Youth admissions,Community Portion of Custody Supervision,256.0
8349,2017,Manitoba,Youth admissions,Intensive support and supervision,
8350,2017,Manitoba,Youth admissions,Deferred custody and supervision,88.0
8351,2017,Manitoba,Youth admissions,Supervised probation,620.0
8352,2017,Manitoba,Youth admissions,Other community sentences,578.0
8353,2017,Manitoba,Youth releases,Pre-trial detention,1624.0
8354,2017,Manitoba,Youth releases,Provincial director remand,195.0
8355,2017,Manitoba,Youth releases,Secure custody,111.0
8356,2017,Manitoba,Youth releases,Open custody,183.0
8357,2017,Manitoba,Youth releases,Community Portion of Custody Supervision,248.0
8358,2017,Manitoba,Youth releases,Intensive support and supervision,
8359,2017,Manitoba,Youth releases,Deferred custody and supervision,92.0
8360,2017,Manitoba,Youth releases,Supervised probation,717.0
8361,2017,Manitoba,Youth releases,Other community sentences,611.0
8362,2017,Saskatchewan,Youth admissions,Pre-trial detention,1056.0
8363,2017,Saskatchewan,Youth admissions,Provincial director remand,44.0
8364,2017,Saskatchewan,Youth admissions,Secure custody,142.0
8365,2017,Saskatchewan,Youth admissions,Open custody,171.0
8366,2017,Saskatchewan,Youth admissions,Community Portion of Custody Supervision,175.0
8367,2017,Saskatchewan,Youth admissions,Intensive support and supervision,0.0
8368,2017,Saskatchewan,Youth admissions,Deferred custody and supervision,141.0
8369,2017,Saskatchewan,Youth admissions,Supervised probation,881.0
8370,2017,Saskatchewan,Youth admissions,Other community sentences,939.0
8371,2017,Saskatchewan,Youth releases,Pre-trial detention,1061.0
8372,2017,Saskatchewan,Youth releases,Provincial director remand,42.0
8373,2017,Saskatchewan,Youth releases,Secure custody,160.0
8374,2017,Saskatchewan,Youth releases,Open custody,178.0
8375,2017,Saskatchewan,Youth releases,Community Portion of Custody Supervision,194.0
8376,2017,Saskatchewan,Youth releases,Intensive support and supervision,0.0
8377,2017,Saskatchewan,Youth releases,Deferred custody and supervision,133.0
8378,2017,Saskatchewan,Youth releases,Supervised probation,975.0
8379,2017,Saskatchewan,Youth releases,Other community sentences,945.0
8380,2017,Alberta,Youth admissions,Pre-trial detention,
8381,2017,Alberta,Youth admissions,Provincial director remand,
8382,2017,Alberta,Youth admissions,Secure custody,
8383,2017,Alberta,Youth admissions,Open custody,
8384,2017,Alberta,Youth admissions,Community Portion of Custody Supervision,
8385,2017,Alberta,Youth admissions,Intensive support and supervision,
8386,2017,Alberta,Youth admissions,Deferred custody and supervision,
8387,2017,Alberta,Youth admissions,Supervised probation,
8388,2017,Alberta,Youth admissions,Other community sentences,
8389,2017,Alberta,Youth releases,Pre-trial detention,
8390,2017,Alberta,Youth releases,Provincial director remand,
8391,2017,Alberta,Youth releases,Secure custody,
8392,2017,Alberta,Youth releases,Open custody,
8393,2017,Alberta,Youth releases,Community Portion of Custody Supervision,
8394,2017,Alberta,Youth releases,Intensive support and supervision,
8395,2017,Alberta,Youth releases,Deferred custody and supervision,
8396,2017,Alberta,Youth releases,Supervised probation,
8397,2017,Alberta,Youth releases,Other community sentences,
8398,2017,British Columbia,Youth admissions,Pre-trial detention,545.0
8399,2017,British Columbia,Youth admissions,Provincial director remand,54.0
8400,2017,British Columbia,Youth admissions,Secure custody,77.0
8401,2017,British Columbia,Youth admissions,Open custody,102.0
8402,2017,British Columbia,Youth admissions,Community Portion of Custody Supervision,106.0
8403,2017,British Columbia,Youth admissions,Intensive support and supervision,120.0
8404,2017,British Columbia,Youth admissions,Deferred custody and supervision,86.0
8405,2017,British Columbia,Youth admissions,Supervised probation,448.0
8406,2017,British Columbia,Youth admissions,Other community sentences,1432.0
8407,2017,British Columbia,Youth releases,Pre-trial detention,540.0
8408,2017,British Columbia,Youth releases,Provincial director remand,59.0
8409,2017,British Columbia,Youth releases,Secure custody,81.0
8410,2017,British Columbia,Youth releases,Open custody,104.0
8411,2017,British Columbia,Youth releases,Community Portion of Custody Supervision,111.0
8412,2017,British Columbia,Youth releases,Intensive support and supervision,136.0
8413,2017,British Columbia,Youth releases,Deferred custody and supervision,97.0
8414,2017,British Columbia,Youth releases,Supervised probation,584.0
8415,2017,British Columbia,Youth releases,Other community sentences,1442.0
8578,2018,Ontario,Youth admissions,Pre-trial detention,1904.0
8579,2018,Ontario,Youth admissions,Provincial director remand,
8580,2018,Ontario,Youth admissions,Secure custody,179.0
8581,2018,Ontario,Youth admissions,Open custody,157.0
8582,2018,Ontario,Youth admissions,Community Portion of Custody Supervision,312.0
8583,2018,Ontario,Youth admissions,Intensive support and supervision,11.0
8584,2018,Ontario,Youth admissions,Deferred custody and supervision,154.0
8585,2018,Ontario,Youth admissions,Supervised probation,2020.0
8586,2018,Ontario,Youth admissions,Other community sentences,59.0
8587,2018,Ontario,Youth releases,Pre-trial detention,1937.0
8588,2018,Ontario,Youth releases,Provincial director remand,
8589,2018,Ontario,Youth releases,Secure custody,177.0
8590,2018,Ontario,Youth releases,Open custody,145.0
8591,2018,Ontario,Youth releases,Community Portion of Custody Supervision,298.0
8592,2018,Ontario,Youth releases,Intensive support and supervision,14.0
8593,2018,Ontario,Youth releases,Deferred custody and supervision,152.0
8594,2018,Ontario,Youth releases,Supervised probation,2158.0
8595,2018,Ontario,Youth releases,Other community sentences,57.0
8596,2018,Manitoba,Youth admissions,Pre-trial detention,1179.0
8597,2018,Manitoba,Youth admissions,Provincial director remand,136.0
8598,2018,Manitoba,Youth admissions,Secure custody,106.0
8599,2018,Manitoba,Youth admissions,Open custody,135.0
8600,2018,Manitoba,Youth admissions,Community Portion of Custody Supervision,191.0
8601,2018,Manitoba,Youth admissions,Intensive support and supervision,
8602,2018,Manitoba,Youth admissions,Deferred custody and supervision,46.0
8603,2018,Manitoba,Youth admissions,Supervised probation,481.0
8604,2018,Manitoba,Youth admissions,Other community sentences,420.0
8605,2018,Manitoba,Youth releases,Pre-trial detention,1210.0
8606,2018,Manitoba,Youth releases,Provincial director remand,136.0
8607,2018,Manitoba,Youth releases,Secure custody,104.0
8608,2018,Manitoba,Youth releases,Open custody,149.0
8609,2018,Manitoba,Youth releases,Community Portion of Custody Supervision,192.0
8610,2018,Manitoba,Youth releases,Intensive support and supervision,
8611,2018,Manitoba,Youth releases,Deferred custody and supervision,50.0
8612,2018,Manitoba,Youth releases,Supervised probation,672.0
8613,2018,Manitoba,Youth releases,Other community sentences,524.0
8614,2018,Saskatchewan,Youth admissions,Pre-trial detention,883.0
8615,2018,Saskatchewan,Youth admissions,Provincial director remand,85.0
8616,2018,Saskatchewan,Youth admissions,Secure custody,133.0
8617,2018,Saskatchewan,Youth admissions,Open custody,135.0
8618,2018,Saskatchewan,Youth admissions,Community Portion of Custody Supervision,129.0
8619,2018,Saskatchewan,Youth admissions,Intensive support and supervision,0.0
8620,2018,Saskatchewan,Youth admissions,Deferred custody and supervision,111.0
8621,2018,Saskatchewan,Youth admissions,Supervised probation,715.0
8622,2018,Saskatchewan,Youth admissions,Other community sentences,933.0
8623,2018,Saskatchewan,Youth releases,Pre-trial detention,897.0
8624,2018,Saskatchewan,Youth releases,Provincial director remand,85.0
8625,2018,Saskatchewan,Youth releases,Secure custody,134.0
8626,2018,Saskatchewan,Youth releases,Open custody,154.0
8627,2018,Saskatchewan,Youth releases,Community Portion of Custody Supervision,154.0
8628,2018,Saskatchewan,Youth releases,Intensive support and supervision,0.0
8629,2018,Saskatchewan,Youth releases,Deferred custody and supervision,116.0
8630,2018,Saskatchewan,Youth releases,Supervised probation,860.0
8631,2018,Saskatchewan,Youth releases,Other community sentences,897.0
8632,2018,Alberta,Youth admissions,Pre-trial detention,
8633,2018,Alberta,Youth admissions,Provincial director remand,
8634,2018,Alberta,Youth admissions,Secure custody,
